	NK.c01.CD56brightCD16hi	NK.c02.CD56brightCD16lo.GZMH	NK.c03.CD56brightCD16lo.IL7R.RGS1lo	NK.c04.CD56brightCD16lo.CCL3	NK.c05.CD56brightCD16lo.IL7R	NK.c06.CD56brightCD16lo.CREM	NK.c07.CD56dimCD16hi.IL32	NK.c08.CD56dimCD16hi.CX3CR1	NK.c09.CD56dimCD16hi.ZNF90	NK.c10.CD56dimCD16hi.NFKBIA	NK.c11.CD56dimCD16hi.MKI67	NK.c12.CD56dimCD16hi.DNAJB1	NK.c13.CD56dimCD16hi.NR4A3
ZNF880	0.050903353	0.116361044	0.101018047	0.080754394	0.169514031	0.061864561	0.061039546	0.094554722	0.159350951	0.073907383	0.04757866	0.049493541	0.046911728
ZNF528	0	0.026272677	0	0.023597441	0.025502429	0.016637109	0.042285505	0.020485416	0	0.022022595	0	0.025300252	0.013205149
ZNF534	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF578	0	0	0	0.0189844	0	0.016854011	0.053840688	0.03128321	0	0.020304148	0	0.014934161	0.015025448
CTD-3099C6.5	0	0	0	0	0	0.000713171	0	0	0	0	0	0	0
ZNF808	0.127931178	0.088950841	0.055986495	0.081644959	0.062430177	0.057155373	0.069531161	0.153236692	0.028031263	0.083136646	0.213735609	0.060570765	0.060970924
ZNF701	0.061868443	0.060362247	0.026162868	0.050560931	0.046746973	0.0431662	0.082087063	0.071026418	0	0.029004059	0.037520714	0.052852256	0.047358667
CTD-3099C6.7	0	0	0	0	0	0.001756197	0	0	0	0	0	0	0.000522428
ZNF83	0.294241648	0.089814474	0.137718397	0.194468318	0.11348035	0.092275943	0.103121279	0.142675223	0.025847143	0.097290146	0.293812588	0.084662669	0.077393154
ZNF611	0.184236327	0.028925605	0.154099001	0.063320849	0.046960309	0.078232862	0.055274009	0.063474531	0	0.059580113	0.20860511	0.060709132	0.066427653
ZNF600	0.420060568	0.175657939	0.169942164	0.153789744	0.470591304	0.212317052	0.41316459	0.345502623	0.237096407	0.298775136	0.105773914	0.338154388	0.276002382
ZNF28	0.11989121	0.123319989	0.073111906	0.060296015	0.076071527	0.036493509	0.067333211	0.095179043	0.039634238	0.043641894	0.023595646	0.050308414	0.04583641
ZNF468	0.065510864	0.047012374	0	0.066102199	0	0.027595744	0.033182786	0.053163709	0	0.027826956	0.02367192	0.044911321	0.038145393
ZNF320	0.047739657	0	0.029829734	0.016852636	0.036058331	0.004651635	0	0.019624357	0	0.020404354	0.014774952	0.008669512	0.009058389
ZNF888	0	0	0	0.002774507	0	0.00357834	0	0	0	0.001062464	0	0.002330192	0.002629773
CTD-2331H12.7	0	0	0	0	0	0	0	0	0	0	0	0	0.000453199
ZNF816-ZNF321P	0.023375901	0.041698256	0	0.005455789	0.017504626	0.010460763	0.0238418	0.006152711	0	0.009954737	0.015345004	0.009446457	0.008227857
ZNF816	0.145977018	0.007468514	0.051158037	0.044133319	0.040955239	0.024420262	0.061137411	0.042165482	0	0.030200719	0.015960854	0.02040521	0.020958439
CTD-2620I22.3	0	0	0	0	0	0	0	0	0	0	0	0	0
ERVV-1	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF160	0.626038458	0.374328865	0.201532982	0.162674652	0.158040539	0.095402628	0.123689378	0.167421635	0.215974955	0.160941725	0.163181215	0.105203373	0.115076575
ZNF415	0.121500026	0	0.025380989	0.030954729	0	0.006920301	0.010044093	0.023813512	0	0.005887143	0.004586926	0.005154369	0.004105163
ZNF347	0.049428567	0	0	0.018343749	0.019455644	0.015363278	0.006166734	0.013161973	0.05751361	0.022291603	0	0.018177614	0.014320643
ZNF665	0	0.040370937	0.020398578	0.008236074	0.029932389	0.009091033	0	0.010227883	0	0.007506116	0.023765866	0.004825175	0.004040551
CTD-2245F17.3	0.111343828	0.008996775	0.045673171	0.062762947	0.017669712	0.007194431	0.010781211	0.026061299	0.054700819	0.010450991	0.009420418	0.01759828	0.014404677
ZNF677	0.031408222	0.131922415	0.159089077	0.090293644	0.160882806	0.069928627	0.053507889	0.084094142	0.083823299	0.069738869	0.060230536	0.064265745	0.057338955
CTD-2245F17.6	0	0	0	0	0	0.000401456	0	0	0	0	0	0	0
CTD-2245F17.9	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF525	0.030725594	0.032622656	0.132777572	0.022661692	0.031594915	0.013187371	0.027170446	0.044552443	0	0.036662687	0	0.015893191	0.014718869
ZNF845	0.031324923	0.041698256	0	0.023774405	0	0.011642428	0.010825762	0.015454403	0.053450673	0.025271719	0.031519988	0.017701008	0.014413411
ZNF765	0.095560238	0.050382237	0	0.030590472	0.016492768	0.024000683	0.022492846	0.032361658	0.046963928	0.031168986	0.041840344	0.022029386	0.019939359
ZNF761	0.050650469	0.01324722	0.06917827	0.025015619	0	0.008557236	0	0.038826028	0.023448598	0.010642447	0.002722493	0.014236183	0.015279556
ZNF813	0.022629278	0	0.043775199	0.010706823	0	0.007872954	0.051227095	0.021375404	0	0.012764204	0	0.010367978	0.011762479
ZNF331	0.387495425	0.181550783	0.130676408	1.431161651	0.46128175	2.94784138	0.173548201	0.116719141	0.227455695	0.535802021	0.18802949	1.405618015	1.683054328
DPRX	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-3022G6.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC008753.4	0	0	0	0	0	0	0	0	0	0	0	0	0
NLRP12	0	0	0	0	0	0	0	0	0	0	0	0	0.000239174
AC008753.6	0	0	0	0.001775268	0.008993177	0.001445139	0	0	0	0	0	0.000691277	0.000644608
AC008440.10	0	0	0	0	0	0.000439406	0	0	0	0	0	0.000644205	0.000259984
MYADM	0.076766046	0.171723137	0.232970543	0.614905878	1.175353224	1.857153525	0.231368821	0.256617591	0.264605684	0.477040356	0.345730785	1.160599361	1.014907013
AC008440.5	0	0	0	0	0	0.002341898	0	0	0	0.002558083	0	0.000317439	0.000254455
PRKCG	0	0	0	0	0	0	0	0	0	0	0	0.000297819	0
CACNG7	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNG8	0	0	0	0	0	0	0	0	0	0	0	0	0.000133411
CACNG6	0	0	0	0	0	0	0	0	0	0	0	0	0
VSTM1	0	0	0	0	0	0	0	0	0	0	0	0.000358987	0
TARM1	0	0	0	0	0	0	0	0	0	0	0	0	0
OSCAR	0	0	0	0.00301353	0	0	0	0	0	0.001771129	0	0.001242422	0.000301648
NDUFA3	0.38897977	0.548567147	0.714875499	0.455183327	0.627869574	0.553470747	0.912216225	0.669037715	0.763684745	0.475482713	0.415553462	0.396791973	0.530493034
TFPT	0	0.046999688	0.073894243	0.054178462	0.113699199	0.060354592	0.097379125	0.045278388	0.022031496	0.049359164	0.122219029	0.062910668	0.049837168
PRPF31	0.090732443	0.193862168	0.2944777	0.180450525	0.177325661	0.146900513	0.10885588	0.167886895	0.340429917	0.165702923	0.242733328	0.151096038	0.159424578
AC012314.8	0	0	0	0	0	0.000228125	0	0.005313868	0	0	0	0	0.001084894
CNOT3	0.039723791	0.075141405	0.019893208	0.04035264	0.133050501	0.068915606	0.10289981	0.11078531	0.031136149	0.066630718	0.100449707	0.074577189	0.073753873
LENG1	0.082806409	0.140809406	0.174220631	0.124070683	0.120280618	0.108479187	0.087504344	0.104776901	0.221383515	0.104931482	0.10286088	0.133011955	0.136996467
TMC4	0.033387202	0.028627743	0	0.006195779	0	0.00457642	0.018748248	0.011722427	0	0.017749507	0	0.014658451	0.018002841
MBOAT7	0.052186168	0.043548386	0.246339757	0.080771418	0.143363623	0.105719731	0.074763489	0.07969175	0.042701995	0.054129626	0.046952854	0.083765845	0.055611609
TSEN34	0.028712957	0.237013492	0.077535883	0.103638329	0.154537037	0.164712646	0.126144834	0.166541266	0.092222479	0.193216122	0.261563724	0.153503623	0.249588717
AC012314.20	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS9	2.326247206	5.670217806	8.270603993	5.349370517	8.096363885	6.512970195	5.193999111	4.711501096	4.586746111	4.740021698	4.640814936	4.64382344	5.548232214
LILRB3	0	0	0	0	0	0.001286939	0	0	0	0.006319232	0	0.003109353	0.000633336
CTB-83J4.1	0	0	0	0	0	0	0	0	0	0	0	0	0
LILRA6	0	0	0	0	0	0	0	0	0	0	0	0.001259347	0
LILRB2	0	0	0	0	0	0.000303001	0	0	0	0.001827581	0	0.003087553	0.002357861
LILRB5	0	0	0	0	0	0	0	0	0	0	0	0.000370648	0.00034112
LILRA5	0	0	0	0	0	0.001036733	0	0	0	0.00265736	0	0.0010829	0.000342302
LILRA4	0	0	0	0	0	0.000303001	0	0	0	0	0	0	0.000306836
LAIR1	0.154892252	0.319210982	0.445743647	0.068110163	0.334459477	0.078696307	0.531287289	0.670158751	0.413760638	0.45718547	0.295770665	0.377592898	0.319320588
TTYH1	0	0	0	0	0	0.000947272	0	0	0	0	0	0.000609397	0.000145128
AC008746.3	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2587H19.3	0	0	0	0	0	0	0	0	0	0	0	0.000186536	0.0001165
AC008746.12	0	0	0	0.003715452	0	0.000275571	0	0	0	0	0	0	0
LENG8-AS1	0.010628222	0	0.042667449	0.043145774	0.014842185	0.013977624	0.031749329	0.021469823	0	0.012508161	0	0.00922974	0.009260627
LENG8	0.501810098	0.220706272	0.435495712	0.354890718	0.142049712	0.126177298	0.12197089	0.363892785	0.218510485	0.230359447	0.049622134	0.131276836	0.155115106
LENG9	0.037103217	0.005840828	0	0.001191549	0.03696027	0.008194596	0.035370466	0.029747008	0	0.01298785	0	0.014376641	0.0171809
CDC42EP5	0	0	0	0	0	0.000435512	0	0	0	0	0	0	0.000174641
LAIR2	0.081347096	0.128353979	0.04285115	0.080856544	0	0.047418783	0.921985101	0.932335963	1.260708341	0.636829669	0.621007946	0.480029524	0.984388502
KIR3DX1	0.072325644	0.087399707	0.019893208	0.017542765	0	0.034536427	0.185198571	0.12422037	0.318488765	0.20827324	0.179565584	0.139370139	0.222720767
LILRA2	0	0.032303077	0	0.002448535	0.061476819	0.004239787	0	0	0	0	0	0.000604129	0.000485613
LILRA1	0	0	0	0	0	0.000288639	0	0	0	0	0	0.001927986	0.000378891
LILRB1	0.190486102	0	0	0.006429893	0	0.009739576	0.166654105	0.127653306	0.07546305	0.102377446	0.067595701	0.094280881	0.095831961
AC009892.10	0	0	0	0	0	0	0	0	0	0	0	0	0
LILRB4	0	0	0	0.008634002	0	0.001562177	0	0	0	0.001843344	0	0.000490131	0.000281092
KIR3DL3	0	0	0	0	0	0.000515229	0	0.003315398	0	0	0	0.001412676	0.002660167
KIR2DL3	0.06287724	0.195218541	0	0.382331058	0.05927318	0.284974783	0.737077879	0.432600524	0.82602851	0.478549704	0.7049413	0.413254573	0.859553105
KIR2DL1	0.219238826	0.087801053	0	0.077385773	0.012867984	0.119314377	0.347492716	0.521672183	0.386579411	0.569491407	0.266497062	0.606787117	0.659815034
KIR2DL4	0.431185106	0.392026906	0.213312467	0.698802387	0.724516685	1.118568195	0.092498702	0.104164951	0.23313573	0.267708981	0.31415218	0.260531876	0.446052987
KIR3DL1	0.341934762	0.276231764	0.079572831	0.166181633	0	0.161104906	0.674320852	0.541920308	0.928255816	0.643952703	0.461433486	0.851224496	0.840609933
KIR3DL2	0.202189904	0.234019422	0.033545705	0.249341968	0.083830997	0.27236501	0.631861815	0.46334394	0.35290166	0.424159883	0.603854702	0.50749594	0.661532293
FCAR	0	0	0	0	0	0.000346113	0	0	0	0	0	0.000726466	0.000414284
CTB-61M7.2	0	0	0	0	0	0	0	0	0	0	0	0	0.000361763
NCR1	0.676385914	0.639430887	0.637151504	0.525649112	0.569736051	0.39430116	0.626131788	0.592199075	0.501942607	0.576963544	0.284599887	0.407490366	0.539635562
NLRP7	0	0	0	0	0	0	0	0.003960081	0	0.002749565	0	0.000213895	0.000345171
NLRP2	0.023593405	0.046147498	0.058805487	0.027774633	0.01322526	0.036468112	0.031774304	0.035288238	0.143916926	0.029225289	0.036602258	0.023961037	0.03146468
CTC-550B14.7	0.021643186	0	0	0.007184253	0	0.006912033	0	0.028647549	0.034060372	0.015555017	0	0.009354923	0.007785396
GP6	0	0	0	0	0	0.000160672	0	0	0	0	0	0.000363099	0.000951202
RDH13	0.028660162	0	0.051158037	0.044258921	0.065811861	0.057325757	0.022365901	0.049135536	0.018932665	0.037104353	0.033423895	0.035889794	0.037479672
EPS8L1	0	0.019319769	0	0.013784405	0	0.017022973	0.011432004	0.015047913	0.066820108	0.029326367	0.024292036	0.012271518	0.016185474
PPP1R12C	0.081561357	0.040956895	0.036348083	0.063058282	0.115861203	0.031986266	0.052571959	0.046841263	0.13010049	0.020599988	0.062547405	0.027273825	0.030876811
TNNT1	0	0	0	0	0	0.000114962	0	0	0	0	0	0	0
TNNI3	0	0	0	0	0	0.00037999	0	0	0	0	0	0	0
DNAAF3	0	0	0	0	0	0.000123916	0	0	0	0	0	0	0
CTD-2587H24.5	0	0	0	0	0	0	0	0	0	0	0	0	0
SYT5	0	0.05601825	0	0.005654284	0	0.003932778	0.017340326	0	0	0.001483828	0.045104768	0.00938975	0.004576732
PTPRH	0	0	0	0.003573864	0	0	0	0	0	0	0	0	0
CTD-2587H24.10	0	0	0	0	0	0	0	0	0	0	0	0	0.000176573
TMEM86B	0	0.046999688	0	0.007186026	0	0.005355216	0.010307545	0.004162956	0	0.00905747	0	0.006473624	0.004506202
PPP6R1	0.187858379	0.18015056	0.114636376	0.152167416	0.080502696	0.150459343	0.244849031	0.197205774	0.180933274	0.170829917	0.172052052	0.155293902	0.163136274
HSPBP1	0.026269211	0.159285651	0.129129681	0.065832568	0.079095831	0.108034376	0.139372662	0.115597964	0.121789565	0.122846172	0.131985673	0.133000266	0.122685324
BRSK1	0	0	0	0.008043714	0	0.010232202	0	0.008082468	0	0.003851263	0	0.013345387	0.003936548
CTD-2105E13.14	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM150B	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2105E13.16	0	0	0	0	0	0.000367329	0	0	0	0.001353153	0	0.000330304	0.000521786
KMT5C	0.056624853	0	0.020398578	0.070388585	0.07888619	0.129024494	0	0.032864471	0.022031496	0.038341554	0.02908894	0.094359885	0.072937033
COX6B2	0	0	0	0	0	0	0	0	0	0	0	0.000637462	0
CTD-2105E13.6	0	0	0	0	0	0.000327713	0	0	0	0	0	0	0
FAM71E2	0	0	0	0	0	0	0	0	0	0	0	0	0
IL11	0	0	0	0	0	0.00056175	0	0	0	0	0	0	0.000113509
TMEM190	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2105E13.15	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM238	0	0.005840828	0.036348083	0.007414228	0.009074484	0.008998253	0	0.013918671	0	0.001205991	0	0.012462219	0.004432138
RPL28	5.878954266	20.53708013	22.76028392	16.02913219	22.80204639	19.05112493	16.42997294	12.35075087	18.3843716	13.2216281	13.09622699	12.4538698	14.55830627
UBE2S	0	0.298980227	0.090921757	0.387765118	0.548795916	0.692347285	0.177757419	0.146945929	0.283575051	0.352253732	1.346626151	0.713776848	0.460013132
SHISA7	0	0	0	0	0	0.00015419	0	0	0	0	0	0	0
ISOC2	0.060516344	0.052600586	0.199873235	0.056804436	0.055470323	0.063336107	0.071459781	0.065157829	0.11086648	0.066996675	0.157880299	0.065880327	0.049567948
CTD-2537I9.16	0	0	0	0	0	0	0	0.001434963	0	0.001496421	0	0	0
ZNF628	0	0	0.017612331	0.027628741	0.052573708	0.016795522	0.039735271	0.008068284	0	0.022760382	0.01506319	0.02636813	0.021232448
NAT14	0	0	0	0.010927388	0.03037261	0.005150674	0	0	0	0	0.012736114	0.003477749	0.003300485
SSC5D	0	0	0	0	0	0.000679761	0	0	0	0	0	0.000356385	0.000476519
SBK2	0	0	0	0	0	0.000305912	0	0	0	0	0	0	0
SBK3	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF579	0	0	0	0.007203253	0.047231453	0.006736803	0	0	0.056129963	0.003262856	0	0.003396677	0.005727044
FIZ1	0	0	0	0.015206882	0.050457198	0.006255231	0	0.016957391	0	0.01192332	0.014438204	0.006681612	0.008759792
ZNF524	0.066271839	0.213132159	0.152024258	0.122634863	0.048532338	0.066310122	0.147097494	0.107224584	0.090135869	0.134035123	0.202631412	0.084013728	0.068855034
ZNF865	0.020166485	0.018804163	0.022566643	0.034828255	0.030943833	0.016849988	0.035975097	0.007990289	0.016976489	0.021449149	0	0.018391073	0.01248037
CTD-2537I9.18	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF784	0	0	0.037718548	0.021458258	0.009074484	0.005110013	0.022564328	0.00440068	0	0	0.016642077	0.008036898	0.007505666
ZNF580	0.274937306	0.048523578	0.186420559	0.121186918	0.122189169	0.088973563	0.187331295	0.149310375	0.137986355	0.144624085	0.124076286	0.108512383	0.086226453
ZNF581	0.018630213	0.161440822	0.062510951	0.134653491	0.008612834	0.067337786	0.037118593	0.093801142	0.028839746	0.073309931	0.021344654	0.070899958	0.063113191
CCDC106	0	0.023313759	0	0.017226756	0	0.004757357	0	0.006588355	0.05995312	0.012004549	0.009630682	0.008953346	0.008627325
U2AF2	0.189320013	0.272747142	0.169538647	0.222251956	0.273161536	0.21670413	0.240445868	0.245680802	0.193722174	0.253153899	0.29811	0.226197744	0.217564973
CTD-2537I9.12	0.026269211	0	0	0	0.01322526	0.004868303	0.018319262	0.003363635	0	0.008141882	0	0.003761151	0.004967161
EPN1	0.201230348	0.058847418	0.095100025	0.093229155	0.089676241	0.117623639	0.169191334	0.198101977	0.213559263	0.209121954	0.182697326	0.163806445	0.154314985
NLRP9	0	0	0	0	0	0	0	0	0	0	0	0	0
RFPL4A	0	0	0	0	0	0	0	0	0	0	0	0	0
RFPL4AL1	0	0	0	0	0	0	0	0	0	0	0	0	0
NLRP11	0	0	0	0	0	0	0	0	0	0	0	0	0
NLRP4	0	0	0	0	0	0	0	0	0	0	0	0	0
NLRP8	0	0	0	0	0	0	0	0	0	0	0	0	0
NLRP5	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2621I17.6	0	0	0	0	0	0.0006517	0	0	0	0	0	0	0
ZNF787	0	0	0	0.007028077	0	0.013325082	0.014369483	0.003481344	0	0.008386885	0.028022158	0.01075091	0.013992588
ZNF444	0	0.061121776	0.019893208	0.064321811	0.050061544	0.032851135	0.013963067	0.022266303	0.03192147	0.040349845	0.211930305	0.035238616	0.03021285
GALP	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN5B	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN5CP	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN5A	0.030205475	0	0.017288284	0.008437562	0.00813656	0.013590045	0.011280234	0.020640115	0.040884383	0.01739126	0.001361247	0.01024852	0.010936048
AC006116.17	0	0	0	0	0	0.000744829	0	0	0	0.002025455	0	0	0.000347598
AC006116.21	0	0	0	0	0	0	0	0	0	0	0	0.000298942	0
ZNF582	0.061763548	0	0	0.01715191	0.014309408	0.01459338	0.013650895	0.015177404	0	0.017282385	0.024178988	0.019478026	0.019096687
AC006116.12	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF582-AS1	0	0	0	0.02299305	0	0.006155004	0.045187389	0.002620038	0	0.010192812	0	0.013603051	0.005901276
ZNF583	0	0.108831177	0.042093542	0.032269921	0.014090588	0.024250344	0.009812113	0.030456486	0.055095819	0.018337039	0.044730298	0.027398845	0.033706011
ZNF667	0.043704058	0	0	0.004228077	0.014090588	0.014022369	0	0	0	0.000904068	0	0.000325332	0.000190949
ZNF667-AS1	0.039277049	0.018214196	0.179499533	0.028117537	0.114880376	0.070863526	0	0	0	0	0	0.002412549	0.001683518
ZNF471	0	0	0	0.004413324	0	0.000657779	0	0	0	0	0.004586926	0	0.000484348
AC005498.3	0	0	0	0.004711495	0.039757274	0.000874831	0	0.004464111	0	0.003438632	0	0.001524791	0.001596762
ZFP28	0.065680507	0	0.066872268	0.010955987	0.004118358	0.017313448	0	0.008411688	0	0.007770269	0.004586926	0.004456352	0.005777745
AC007228.11	0.056079659	0	0	0.005296418	0	0.002809218	0	0.014180084	0	0.006238236	0	0.001580945	0.00312991
ZNF470	0.021270522	0	0.041863277	0.014435058	0	0.010346773	0.007926881	0.0216998	0	0.001864789	0	0.007939768	0.007066744
ZNF71	0.026269211	0.0407501	0.070279581	0.028760755	0.009969378	0.022095583	0.0947251	0.038580294	0.083069167	0.034259073	0.023490462	0.026057061	0.022428387
SMIM17	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF835	0	0	0.020051269	0	0	0.003316943	0	0.005715368	0	0.00657754	0	0.002071077	0.002683794
AC007228.5	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007228.9	0	0	0	0	0	0	0	0	0	0	0	0	0.00012879
ZIM2-AS1	0	0	0	0	0	0	0	0	0	0	0	0.000256428	0
ZIM2	0	0	0	0	0	0	0	0	0	0	0	0	0
PEG3	0	0	0	0	0	0.000404192	0	0	0	0	0	0	0.000242633
MIMT1	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF264	0.089902035	0.136974545	0.176447267	0.091669982	0.099840266	0.083023747	0.1306139	0.077477724	0.077730094	0.075328756	0.055252282	0.074610985	0.080898403
AURKC	0	0	0	0	0	0.000454262	0	0	0	0	0	0.000681765	0.000388626
ZNF805	0.082812194	0	0.019826227	0.036167399	0.015574218	0.020638479	0.039424719	0.02783907	0	0.025809458	0.024178988	0.019494522	0.018809853
CTC-444N24.8	0	0	0.063842315	0	0	0.004029544	0	0.006594832	0	0	0.028022158	0.002793225	0.003661091
CTC-444N24.6	0	0	0	0	0	0.000921644	0	0	0	0	0	0.000795346	0.000572512
ZNF460	0.224296834	0	0.120002278	0.130866583	0.11428189	0.08299672	0.084442162	0.098628166	0.032525122	0.069514548	0.057836557	0.062613157	0.066257146
CTC-444N24.11	0.069149589	0.086843317	0	0.021997329	0.06062233	0.026627623	0.030141909	0.028059278	0	0.016466806	0	0.009309773	0.016910814
ZNF543	0.093131209	0	0	0.020720816	0.011350435	0.02391766	0.014369483	0.010296264	0.014670732	0.011725994	0.012310222	0.010880172	0.008916128
CTC-444N24.13	0	0.007468514	0	0	0	0.001893401	0	0	0	0.001162267	0	0.001575893	0.00082219
ZNF304	0	0	0	0.033338726	0.019509668	0.020734837	0.017107435	0.020122375	0.064115071	0.007094552	0.01363683	0.012077823	0.016841972
ZNF547	0	0.02275392	0	0.011373407	0	0.010700463	0	0	0.019611674	0.017891322	0.004586926	0.004476911	0.005223933
TRAPPC2P1	0	0.159777842	0.064575703	0.16348523	0.252655707	0.210762988	0.070552039	0.072174851	0.193925771	0.088024167	0.125340383	0.121134996	0.127191457
ZNF548	0.262497335	0.095913593	0.020398578	0.037921453	0.03682125	0.048451253	0.046463288	0.058590259	0.065080916	0.04093356	0.044576976	0.03032316	0.027009173
AC003002.6	0	0	0	0	0	0.00121082	0	0	0	0.001205991	0	0	0.0003946
ZNF17	0.106745634	0.078146956	0.085995703	0.049244542	0.018811183	0.032009066	0.0283761	0.047384818	0.026215005	0.021086747	0	0.02542566	0.027169806
ZNF749	0.087595876	0.045961279	0.040759402	0.031919595	0.028507203	0.050550642	0.126503772	0.025634759	0.150983511	0.055931506	0.032121318	0.041597821	0.038444213
AC004076.9	0	0	0	0	0	0.000123916	0	0	0	0	0	0	0.000138611
AC004076.5	0	0	0	0	0	0	0	0	0.013816436	0	0	0	0.000450682
VN1R1	0.022996531	0	0	0	0	0.000355265	0	0	0	0	0	0	0
ZNF772	0.021093578	0	0	0.016938957	0.014737114	0.011613338	0.006708923	0.028739999	0	0.005392981	0.021481216	0.005273012	0.003987984
AC003005.2	0	0	0	0	0	0.002107642	0	0.007400603	0	0	0	0	0
ZNF419	0	0.047215036	0.020398578	0.010498051	0.037748391	0.013318998	0	0.024210829	0	0.024293794	0.007314164	0.012069503	0.011931886
AC003005.4	0	0	0	0	0	0	0	0	0	0.001637482	0	0	0
ZNF773	0.098831623	0	0.039877497	0.02795763	0.011707426	0.03256005	0.035031871	0.020522795	0.018932665	0.023222708	0.021273305	0.030889686	0.027596099
ZNF549	0.233406073	0.06379945	0.025380989	0.035827111	0.042897085	0.035137134	0.024283112	0.043247516	0.028031263	0.02306924	0	0.021534799	0.0298863
ZNF550	0.10602416	0.059690705	0.091125123	0.047965888	0.0415066	0.022883128	0.023398659	0.026087307	0	0.022953774	0.024074452	0.019741583	0.014608211
ZNF416	0.020166485	0.042120983	0.017288284	0.016021327	0	0.020792439	0	0.016527917	0	0.006238272	0	0.009391799	0.010410249
ZIK1	0	0.037150722	0.038103291	0.008912678	0	0.014213204	0	0	0	0.012243675	0	0.011149539	0.010633577
ZNF530	0.045927295	0.040370937	0.033380893	0.011581959	0.011850591	0.009333163	0.011283231	0.032759202	0	0.015913968	0.014106369	0.008787125	0.013452172
ZNF134	0.108951615	0.055820163	0.118105822	0.073822918	0.094218254	0.06604667	0.034738606	0.04119222	0.05751361	0.041143183	0.041398931	0.055574452	0.052047618
AC003682.16	0	0	0	0	0	0.000155726	0	0	0	0	0	0	0
ZNF211	0.049843292	0.022101194	0.033545705	0.031041933	0.025806272	0.047686983	0.057234021	0.039251151	0.082487886	0.041695359	0.004586926	0.059749521	0.041715834
ZSCAN4	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF551	0	0.019319769	0.044847409	0.028420953	0.009229451	0.021911364	0	0.013869512	0	0.016296342	0.014978098	0.011169107	0.013117897
ZNF154	0.040992369	0.040370937	0.025380989	0.03316075	0.01769753	0.021739955	0	0.017647662	0	0.007949908	0.001361247	0.012687536	0.009999055
ZNF671	0.078859288	0.008996775	0	0.034061507	0.030223115	0.021982958	0.009739161	0.024262584	0.033410054	0.02043667	0.012059415	0.015430495	0.016140997
ZNF776	0.04677626	0.008996775	0	0.046016846	0	0.018268682	0.005764212	0.016576112	0	0.025756531	0.008270984	0.015758089	0.009045853
ZNF586	0.084121154	0.035472226	0.123101944	0.047847873	0.017504626	0.050507871	0.037144659	0.045378845	0.05528757	0.040868029	0.009170994	0.046722878	0.047615462
ZNF552	0.037668282	0	0	0.025976669	0.023857573	0.039922547	0.026666749	0.03132494	0	0.024844137	0.031588427	0.030619197	0.031943564
CTD-2583A14.10	0	0.022101194	0.028864654	0.034409223	0	0.012919926	0.02203234	0	0	0.013168103	0	0.007886825	0.012663196
ZNF587B	0.185537158	0	0	0.008673661	0	0.001967159	0.005764212	0	0	0.004433767	0	0.004522223	0.00281332
ZNF814	0.068084073	0	0.070279581	0.04100335	0.033778458	0.027814813	0	0.033353561	0.047973998	0.030270436	0.01654042	0.017064529	0.023359091
ZNF587	0.158207638	0.039402617	0.017612331	0.017228193	0.024641996	0.02920517	0.009812113	0.01802495	0.032479844	0.018466354	0.008269436	0.011947512	0.014207914
CTD-2583A14.9	0	0	0	0	0	0.000489006	0	0	0	0	0	0	0.00018522
ZNF417	0.088808336	0	0	0.0126453	0	0.016379864	0.004784357	0.0275453	0	0.005568992	0	0.012670949	0.017272827
