	Fibroblast.c01.MYH11	Fibroblast.c02.ADAMDEC1	Fibroblast.c03.COL15A1	Fibroblast.c04.LRRC15	Fibroblast.c05.PI16	Fibroblast.c06.ADH1B	Fibroblast.c07.IL6	Fibroblast.c08.RGS5	Fibroblast.c09.CTNNB1	Fibroblast.c10.PRG4	Fibroblast.c11.HOPX	Fibroblast.c12.MSLN	Fibroblast.c13.HGF	Fibroblast.c14.HSPA6	Fibroblast.c15.SOX6	Fibroblast.c16.SFRP2	Fibroblast.c17.STMN1	Fibroblast.c18.HHIP	Fibroblast.c19.MMP1	Fibroblast.c20.CD74
SPRY4	1.659715158	0.209731544	0.122236128	0.147969718	0.019871662	0.252160251	0.112244898	3.01241535	0.125290023	0.5	1.050397878	0.076923077	12.7761194	0.282436709	0.470389171	0.15704388	0.091954023	0.109756098	0.227739726	0.163841808
SPRYD7	3.43387589	0.134228188	0.118481435	0.370497821	0.157938315	0.329143755	0.12244898	2.077071912	0.053364269	1	1.00795756	0.230769231	0.253731343	0.191455696	0.27072758	0.244803695	0.146551724	0.341463415	0.364726027	0.209039548
SPSB1	1.925228891	0.256711409	0.285356696	1.119522826	0.551645622	0.156323645	5.602040816	1.737342793	0.252900232	1.5	1.076923077	1.564102564	4.402985075	0.727848101	0.724196277	0.58891455	0.275862069	0.865853659	0.940068493	0.355932203
SPTA1	0.063072228	0	0.000834376	0.001147052	0.000413993	0	0	0.168332796	0	0	0.00132626	0	0.925373134	0.000791139	0	0.004618938	0	0	0	0
SPTAN1	4.18311292	0.317114094	0.95494368	1.561596696	1.361208859	1.230164965	1.091836735	4.356336666	0.406032483	2	3.639257294	0.871794872	17.49253731	1.055379747	0.48392555	3.799076212	1.08045977	0.780487805	1.33989726	3.361581921
SPTB	1.264496439	0	0	0.004129387	0.001034982	0	0	0.227023541	0.006960557	0	0.0066313	0.025641026	0.268656716	0.002373418	0	0	0.00862069	0.048780488	0.002568493	0
SPTBN1	11.50406918	1.439597315	2.589486859	1.648084423	3.356654937	3.545168892	2.142857143	22.34746856	0.807424594	0.5	12.24137931	2.717948718	83.53731343	3.208860759	1.448392555	4.334872979	1.692528736	1.073170732	1.696061644	12.53672316
SPTBN2	0.003051882	0.001677852	0.001251564	0.006194081	0.002069965	0.000785546	0	0.002741051	0.006960557	0	0.00397878	0.025641026	0	0.003164557	0	0.009237875	0.123563218	0	0.000856164	0
SPTLC3	0.270091556	0.008389262	0.056320401	0.018352833	0.043883254	0.03692066	0.010204082	0.117542728	0.009280742	0	0.067639257	0.128205128	5.52238806	0.030063291	0.001692047	0.057736721	0.002873563	0	0.016267123	1.242937853
SPTSSB	0.125635809	0	0.000834376	0.000688231	0.001241979	0.001571092	0	0.361012577	0	0	0	0	0.820895522	0.001582278	0	0.002309469	0	0	0.000856164	0
SPZ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRA1	4.080366226	0.280201342	0.311222361	1.411103464	0.588904989	0.523173606	0.846938776	4.595775556	0.222737819	9	2.937665782	1.102564103	10.44776119	0.764240506	0.597292724	0.891454965	0.367816092	1.219512195	1.426369863	1.785310734
SRBD1	0.836215666	0.052013423	0.068001669	0.123881624	0.083419582	0.122545169	0.102040816	1.111899387	0.032482599	0	0.428381963	0.102564103	0.044776119	0.181962025	0.084602369	0.120092379	0.025862069	0.085365854	0.102739726	0.096045198
SRD5A3	1.358596134	0.088926174	0.110137672	0.315439321	0.151107431	0.094265515	0.132653061	1.900677201	0.067285383	3.5	0.920424403	0.282051282	0.194029851	0.164556962	0.131979695	0.355658199	0.129310345	0.317073171	0.343321918	0.853107345
SREK1	6.939979654	0.469798658	0.405506884	0.731819225	0.405920099	0.461115475	0.632653061	5.257013866	0.213457077	0	1.51061008	0.717948718	5.149253731	0.813291139	0.55499154	1.189376443	0.885057471	0.597560976	0.792808219	1.04519774
SRGAP1	1.865717192	0.332214765	0.221526909	0.267033723	0.365141793	0.260015711	0.683673469	1.483553692	0.134570766	0	0.571618037	0.358974359	0.388059701	0.303797468	0.280879865	0.441108545	0.856321839	0.280487805	0.342465753	0.570621469
SRGAP2	0.450152594	0.093959732	0.0880267	0.338150952	0.143448561	0.063629222	0.142857143	0.506288294	0.088167053	0	0.905835544	0.179487179	3.119402985	0.164556962	0.126903553	0.233256351	0.057471264	0.170731707	0.22859589	0.367231638
SRGAP2-AS1	0.054933876	0.003355705	0	0	0.001655972	0	0	0.01435021	0	0	0	0	0	0	0	0	0	0	0	0
SRGAP3	0.016276704	0.006711409	0.010846892	0.029593944	0.004553923	0.010212097	0.010204082	0.024669461	0.009280742	0	0.01193634	0.051282051	0.059701493	0.015031646	0.005076142	0.025404157	0.011494253	0	0.01369863	0.016949153
SRGAP3-AS2	0	0	0.002503129	0	0.000206996	0	0	0.045952918	0	0	0	0	0	0	0	0	0	0	0	0
SRI	8.704984741	0.639261745	1.233208177	2.12158752	1.911819499	1.106048704	1.551020408	8.69945179	0.361948956	3	3.217506631	1.692307692	26.8358209	2.047468354	0.9678511	2.360277136	1.543103448	1.256097561	1.800513699	5.259887006
SRM	1.612410987	0.243288591	0.584480601	2.300757054	1.016766715	0.494893951	1.581632653	2.827636246	0.357308585	7.5	3.066312997	1.358974359	2.701492537	0.838607595	0.502538071	1.789838337	2.034482759	1.548780488	2.072773973	0.903954802
SRMS	0	0	0.000417188	0	0.000206996	0	0	0	0	0	0	0	0	0.000791139	0	0	0	0	0.000856164	0
SRP68	4.735503561	0.144295302	0.279516062	0.3590273	0.268060443	0.155538099	0.37755102	3.388100613	0.07424594	1	1.486737401	0.333333333	6.343283582	0.265822785	0.265651438	0.364896074	0.158045977	0.451219512	0.398116438	0.288135593
SRP9	19.22583927	0.994966443	1.526074259	2.50263822	2.156696336	2.128829537	1.612244898	16.25330539	0.475638051	1.5	5.558355438	1.743589744	52.1641791	1.591772152	1.725888325	2.177829099	4.706896552	2.280487805	2.407534247	7.853107345
SRPK2	3.818413021	0.25	0.361702128	0.721036935	0.500931484	0.34956795	0.448979592	2.347146082	0.19025522	1	2.00265252	0.538461538	6.313432836	0.609177215	0.416243655	1.863741339	0.362068966	0.695121951	0.819349315	4.615819209
SRPRB	2.78636826	0.172818792	0.343763037	0.997247075	0.443179466	0.300078555	0.632653061	2.942599162	0.164733179	3.5	1.799734748	0.769230769	20.3880597	0.478639241	0.395939086	0.930715935	1.135057471	0.658536585	1.071061644	1.146892655
SRPX	2.839776195	1.088926174	5.374217772	0.866941959	1.875181122	3.406127258	2.255102041	2.316188326	0.164733179	3.5	3.147214854	1.512820513	29.04477612	2.292721519	0.571912014	7.475750577	4.841954023	0.451219512	0.827910959	3.350282486
SRPX2	0.217700916	0.476510067	0.32957864	1.699472356	0.983854274	0.638648861	0.530612245	0.726056111	0.408352668	3.5	2.701591512	0.641025641	15.47761194	0.914556962	0.895093063	0.7852194	0.192528736	0.695121951	1.469178082	0.384180791
SRR	1.334181078	0.030201342	0.041718815	0.114934618	0.072241772	0.175176748	0.06122449	1.024669461	0.023201856	1.5	0.281167109	0.025641026	1.104477612	0.041139241	0.049069374	0.136258661	0.08908046	0.073170732	0.094178082	0.542372881
SRRM1	9.697355036	0.776845638	0.688777639	1.349621473	0.832125854	1.061272584	0.959183673	6.530474041	0.3387471	1.5	3.5066313	1.205128205	20.44776119	1.488132911	1.116751269	1.233256351	0.637931034	1.256097561	1.52739726	4.531073446
SRRM3	0.043234995	0.090604027	0.080517313	0.102087635	0.040985303	0.554595444	0.051020408	0.141567236	0.039443155	0	0.106100796	0.025641026	0.014925373	0.16693038	0.077834179	0.108545035	0.022988506	0.048780488	0.130136986	0.062146893
SRRM5	0.499491353	0.001677852	0.010429704	0.002294104	0.001034982	0.014139827	0	0.375846501	0.006960557	0	0.226790451	0	0.28358209	0.028481013	0.001692047	0.004618938	0	0.012195122	0.001712329	0.242937853
SRSF1	7.725330621	0.494966443	0.491864831	0.760724937	0.638170151	0.743126473	1.336734694	5.387455659	0.245939675	0	1.030503979	0.846153846	22.50746269	0.605221519	0.642978003	0.678983834	0.502873563	0.56097561	0.761986301	2.853107345
SRSF10	10.44455748	0.709731544	0.637463496	1.441615049	1.003311944	0.802042419	1.673469388	8.40454692	0.47099768	1.5	2.612732095	1.282051282	7.791044776	1.043512658	0.930626058	3.993071594	2.531609195	1.012195122	1.66609589	6.033898305
SRSF11	14.77822991	1.224832215	1.168961202	2.00573526	1.209687435	1.355852317	1.704081633	10.90003225	0.649651972	5	4.669761273	1.974358974	26.94029851	1.619462025	1.370558376	2.094688222	2.356321839	1.87804878	2.162671233	5.519774011
SRSF2	13.4328586	0.936241611	1.642052566	2.17664602	2.168495136	1.404556167	3.081632653	12.41954208	0.605568445	4.5	4.322281167	2.179487179	26.97014925	2.808544304	1.717428088	2.193995381	2.103448276	1.670731707	2.815924658	5.305084746
SRSF3	27.64598169	1.354026846	1.959532749	2.097040606	2.436969572	1.387274156	3.142857143	28.2495969	0.512761021	1.5	4.697612732	2.897435897	46.71641791	3.819620253	1.971235195	2.364896074	1.181034483	2.219512195	2.731164384	8.751412429
SRSF4	7.024923703	0.458053691	0.666249479	1.012617573	0.687849307	0.926944226	0.969387755	5.504837149	0.292343387	0	2.330238727	0.743589744	5.507462687	0.777689873	0.693739425	0.787528868	0.913793103	0.951219512	1.086472603	2.937853107
SRSF7	24.05340793	1.352348993	2.07217355	1.758660243	2.102256262	2.248232522	3.571428571	20.74556595	0.596287703	1.5	5.669761273	2.820512821	53.94029851	4.121044304	1.534686971	2.207852194	4.040229885	1.451219512	2.506849315	5.847457627
SSB	7.628179044	0.598993289	0.86691698	1.356733196	0.911819499	0.702278083	1.244897959	5.356497904	0.259860789	3.5	2.549071618	1.512820513	11.88059701	1.132120253	0.964467005	1.870669746	0.91091954	1.573170732	1.680650685	1.146892655
SSBP3-AS1	0.13224822	0	0.000834376	0	0.001448975	0.000785546	0	0.054498549	0	0	0.071618037	0	0	0.000791139	0.001692047	0	0	0	0	1.350282486
SSH3	1.639369278	0.093959732	0.091781393	0.152557926	0.132063755	0.100549882	0.020408163	0.704933892	0.034802784	0.5	0.096816976	0.153846154	0.776119403	0.103639241	0.093062606	0.17551963	0.060344828	0.182926829	0.157534247	0.338983051
SSMEM1	0	0.001677852	0	0.00022941	0.002690954	0	0	0.000161238	0	0	0	0	0	0.001582278	0	0	0	0	0	0
SSPN	1.936927772	0.545302013	1.791823112	2.133287451	2.390188367	1.488609584	1.663265306	1.38165108	0.306264501	1	2.567639257	2.307692308	6.47761194	1.558544304	0.468697124	2.838337182	0.304597701	0.987804878	1.477739726	2.02259887
SSR2	9.731434385	1.565436242	2.276178557	5.938518009	3.128544815	3.013354281	3.857142857	13.4482425	0.986078886	18.5	9.611405836	3.717948718	35.40298507	3.715189873	2.749576988	5.958429561	3.795977011	3.646341463	5.337328767	9.86440678
SSR3	6.121566633	0.622483221	0.962453066	5.177334251	2.669633616	1.924587588	2.153061224	9.19848436	0.88863109	13	6.924403183	2.641025641	9.597014925	2.244462025	1.470389171	3.006928406	3.399425287	3.085365854	4.909246575	2.740112994
SST	0	0.169463087	0.000417188	0.039917412	0	0.001571092	0.091836735	0	0	0	0	0	0	0.023734177	0	0.002309469	0	0	0.169520548	0.242937853
SSU72	6.747711089	0.533557047	0.775969962	1.885983024	1.230180087	1.513747054	1.459183673	5.0820703	0.35962877	2.5	2.647214854	1.333333333	5.731343284	1.174841772	0.856175973	1.438799076	2.609195402	1.37804878	1.969178082	0.81920904
SSUH2	0.006612411	0	0.000417188	0.000917642	0.001034982	0.001571092	0	0.003869719	0	0	0.00397878	0	0	0.000791139	0	0.002309469	0.002873563	0	0	0
SSX2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSX2IP	0.308748728	0.015100671	0.030871923	0.075246616	0.02235562	0.025923016	0.040816327	0.123669784	0.016241299	0	0.334217507	0.102564103	0.059701493	0.038765823	0.015228426	0.07852194	0.640804598	0.085365854	0.053938356	0.056497175
SSX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST13P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST14	0.011698881	0.001677852	0.003754693	0.009176417	0.002069965	0.006284368	0.020408163	0.012092873	0.044083527	0	0.013262599	0.102564103	0	0.01028481	0.016920474	0	0.051724138	0	0.009417808	0
ST3GAL3	0.731434385	0.035234899	0.109720484	0.142234457	0.153591389	0.078554595	0.081632653	0.318606901	0.044083527	0	0.661803714	0.230769231	0.134328358	0.098101266	0.10998308	0.152424942	0.083333333	0.146341463	0.148116438	0.096045198
ST3GAL4	1.922685656	0.104026846	0.595327493	0.824959853	0.566549369	1.083267871	0.857142857	2.127217027	0.13225058	2	2.519893899	1.102564103	13.23880597	0.780063291	0.287648054	1.066974596	0.209770115	0.524390244	0.999143836	1.740112994
ST3GAL5	0.345879959	0.070469799	0.144347101	0.09382886	0.1705651	0.071484682	0.091836735	0.019671074	0.025522042	0	0.039787798	0.179487179	0.104477612	0.088607595	0.170896785	0.240184758	0.025862069	0.109756098	0.112157534	0.04519774
ST3GAL6	0.017802645	0.010067114	0.032957864	0.041523285	0.022976609	0.022780833	0.102040816	0.109480813	0.011600928	0	0.026525199	0.102564103	0.059701493	0.049050633	0.015228426	0.020785219	0.005747126	0.012195122	0.09760274	0.101694915
ST3GAL6-AS1	0.000508647	0	0.005423446	0.000688231	0.00413993	0.007069914	0	0.001289906	0	0	0.00132626	0	0	0.000791139	0	0	0	0	0.000856164	0
ST6GAL1	0.742115972	0.006711409	0.006257822	0.010323469	0.008900849	0.025923016	0.051020408	0.29006772	0.016241299	0	0.299734748	0.102564103	0.089552239	0.015031646	0.016920474	0.027713626	0.011494253	0.024390244	0.026541096	0.028248588
ST6GAL2	1.341810783	0	0.007509387	0.32071576	0.005795901	0.009426551	0	0.031280232	0.034802784	2	0.277188329	0	0.432835821	0.15585443	0	0.096997691	0.022988506	0.024390244	0.087328767	0.028248588
ST6GALNAC4	3.346897253	0.063758389	0.180225282	0.233998624	0.183812875	0.149253731	0.224489796	2.286520477	0.034802784	0	0.823607427	0.282051282	6.328358209	0.305379747	0.086294416	0.614318707	1.005747126	0.109756098	0.308219178	0.152542373
ST6GALNAC5	0.00508647	0.043624161	0.009595327	0.346639137	0.01531774	0.010997643	0.06122449	0.004675911	0.046403712	0.5	0.083554377	0.051282051	0.029850746	0.091772152	0.015228426	0.083140878	0.675287356	0.231707317	0.211472603	0.079096045
ST7-AS2	0.092065107	0	0.000417188	0	0	0.007069914	0	0.080619155	0	0	0.029177719	0	0	0.002373418	0.001692047	0	0	0	0	0
ST7-OT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST7L	2.741607325	0.08557047	0.137254902	0.17136958	0.140757607	0.168106834	0.12244898	1.513866495	0.060324826	1	1.600795756	0.179487179	6.850746269	0.587816456	0.101522843	0.33256351	0.060344828	0.146341463	0.214041096	0.338983051
ST8SIA2	0.008646999	0	0.001251564	0.05551732	0.002897951	0.003142184	0.010204082	0.065623992	0.009280742	0	0.132625995	0	0.208955224	0.016613924	0.003384095	0.002309469	0.020114943	0.06097561	0.086472603	0
ST8SIA4	0.45422177	0.063758389	0.005840634	0.009405827	0.001862968	0.001571092	0	0.608513383	0.013921114	0	0.023872679	0.051282051	0	0.014240506	0.021996616	0.009237875	0.034482759	0	0.030821918	2.214689266
ST8SIA6-AS1	0.186673449	0	0.003754693	0.012846983	0.000620989	0.001571092	0.010204082	0.007739439	0.002320186	0	0.0066313	0	1.044776119	0.001582278	0	0	0.00862069	0	0	0
STAB2	0.01017294	0	0	0	0.000206996	0	0	0.001451145	0	0	0.00132626	0	0.074626866	0.002373418	0	0	0	0	0.003424658	0.016949153
STAC	0.209562564	0	0.012098456	0.032117458	0.006002898	0.010212097	0	0.30538536	0.011600928	0	0.015915119	0.025641026	0.029850746	0.012658228	0	0.083140878	0	0	0.015410959	0.016949153
STAG1	1.765513733	0.182885906	0.208176888	0.428768066	0.29703995	0.174391202	0.428571429	1.326668817	0.176334107	0.5	0.814323607	0.615384615	3.641791045	0.38528481	0.257191201	0.399538106	0.137931034	0.317073171	0.460616438	0.288135593
STAG3	0.308748728	0.001677852	0.002920317	0.004358798	0.004553923	0.001571092	0	0.261206063	0	0	0.165782493	0	0.447761194	0.089398734	0.003384095	0.006928406	0	0	0.004280822	0.101694915
STAG3L4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAM	1.523906409	0.140939597	0.151439299	0.331956871	0.217139309	0.139041634	0.295918367	0.902289584	0.088167053	0	0.5066313	0.205128205	13.32835821	0.832278481	0.115059222	0.297921478	0.112068966	0.182926829	0.34760274	0.276836158
STAM2	1.199389624	0.07885906	0.111806425	0.228263363	0.177809977	0.083267871	0.153061224	1.097387939	0.062645012	0	0.408488064	0.051282051	3.52238806	0.136867089	0.130287648	0.51039261	0.068965517	0.134146341	0.20119863	1.079096045
STAMBP	2.433367243	0.13590604	0.1760534	0.3259922	0.180500931	0.373134328	0.12244898	1.610931957	0.069605568	1	1.449602122	0.128205128	2.746268657	0.205696203	0.230118443	0.309468822	0.425287356	0.268292683	0.317636986	1.570621469
STARD13	3.105289929	0.271812081	0.080100125	0.399403533	0.138894639	0.31657502	0.387755102	3.450661077	0.199535963	0	1.5	0.512820513	7.776119403	0.763449367	0.219966159	0.263279446	0.152298851	0.329268293	0.616438356	1.723163842
STARD7	6.186164802	0.17114094	0.180225282	0.415232852	0.287311116	0.274155538	0.408163265	3.168494034	0.104408353	1	0.982758621	0.333333333	6.895522388	0.346518987	0.289340102	0.318706697	0.135057471	0.304878049	0.54880137	1.474576271
STARD9	0.65768057	0.097315436	0.088861076	0.100252351	0.161871248	0.087195601	0.06122449	0.580780393	0.064965197	0	0.067639257	0.076923077	3.835820896	0.257120253	0.067681895	0.101616628	0.166666667	0.097560976	0.093321918	1.418079096
STAT1	6.80671414	0.677852349	0.688777639	2.049323239	0.575450217	0.695993716	1.204081633	9.262012254	0.545243619	6	4.568965517	1.717948718	43.07462687	1.48971519	1.272419628	1.602771363	0.41954023	1.109756098	3.332191781	7.350282486
STATH	0	0	0	0	0	0	0	0	0.002320186	0	0	0	0	0.002373418	0	0	0.002873563	0	0	0
STAU1	6.350457782	0.444630872	0.594910305	1.098646479	0.692196233	1.085624509	1.153061224	4.387616898	0.315545244	1.5	2.358090186	0.846153846	22.58208955	0.935917722	0.810490694	0.990762125	0.862068966	0.926829268	1.22859589	3.84180791
STAU2-AS1	0	0.005033557	0.002503129	0	0.000413993	0.002356638	0	0.000322477	0	0	0.00132626	0	0	0.001582278	0	0	0	0	0.000856164	0
STC1	0.041709054	0.030201342	0.002503129	0.044505621	0.000620989	0.000785546	0.367346939	0.055627217	0.034802784	2	0.057029178	0	0.059701493	0.059335443	0.685279188	0.004618938	0.221264368	0.06097561	0.862157534	0.028248588
STC2	0.792472024	0.011744966	0.045890697	0.202569397	0.010763817	0.023566379	0.224489796	0.169622702	0.164733179	0	0.149867374	0.179487179	0.044776119	0.127373418	0.0321489	0.053117783	0.385057471	0.304878049	0.86130137	1.717514124
STIMATE	0.77619532	0.001677852	0.018356279	0.075705437	0.00413993	0.009426551	0.020408163	0.404063205	0.013921114	0	0.067639257	0.128205128	0.149253731	0.044303797	0	0.090069284	0.017241379	0.048780488	0.10359589	0.016949153
STK11IP	0.724821974	0.023489933	0.020025031	0.068593714	0.032705444	0.024351925	0.020408163	0.457110609	0.018561485	0	0.108753316	0	0.149253731	0.023734177	0.045685279	0.027713626	0.011494253	0.097560976	0.052226027	0.016949153
STK17A	0.557477111	0.130872483	0.185648728	0.896765313	0.529496999	0.290652003	1.632653061	1.021605934	0.20649652	1.5	0.99071618	0.897435897	4.059701493	0.591772152	0.216582064	0.551963048	0.32183908	0.695121951	0.903253425	0.86440678
STK17B	1.178535097	0.058724832	0.232373801	0.629502179	0.031877458	0.153967007	0.224489796	2.705417607	0.153132251	0.5	0.915119363	0.41025641	1.253731343	0.313291139	0.072758037	0.475750577	0.16954023	0.207317073	0.538527397	0.971751412
STK19	2.097151577	0.16442953	0.157279933	0.505391145	0.233699027	0.252160251	0.265306122	1.747339568	0.083526682	1.5	0.635278515	0.333333333	6.686567164	0.253955696	0.241962775	0.45034642	0.163793103	0.43902439	0.537671233	0.282485876
STK31	0	0	0	0.001376462	0.000620989	0	0	0	0	0	0.00265252	0	0	0	0	0	0.00862069	0	0	0
STK32B	0.004069176	0.011744966	0.018773467	0.038311539	0.154419375	0.011783189	0.030612245	0.064656562	0.016241299	0	0.026525199	0.076923077	0.014925373	0.009493671	0.011844332	0.016166282	0.011494253	0.024390244	0.022260274	0.02259887
STK32C	0.182095626	0.036912752	0.041718815	0.120669878	0.05526806	0.03299293	0.040816327	0.161399549	0.023201856	0.5	0.171087533	0.025641026	0.089552239	0.056170886	0.052453469	0.083140878	0.060344828	0.036585366	0.126712329	0.084745763
STK33	0.005595117	0.052013423	0.002085941	0.013535214	0.003311944	0.002356638	0.020408163	0.00096743	0.006960557	0	0.0066313	0.051282051	0.014925373	0.007120253	0.03891709	0.006928406	0.017241379	0.097560976	0.007705479	0.005649718
STK36	0.430824008	0.041946309	0.032123488	0.057582014	0.028565514	0.026708562	0.010204082	0.476781683	0.032482599	0	0.198938992	0.025641026	0.044776119	0.056170886	0.045685279	0.062355658	0.077586207	0.012195122	0.054794521	0.152542373
STK39	0.250254323	0.115771812	0.033375052	0.07731131	0.05526806	0.018067557	0.020408163	0.865043534	0.039443155	0	0.072944297	0.076923077	0.074626866	0.026898734	0.140439932	0.053117783	0.07183908	0.134146341	0.073630137	0.062146893
STK40	1.416073245	0.05033557	0.097204839	0.168157834	0.142413579	0.160251375	0.632653061	0.735246695	0.060324826	0.5	0.844827586	0.307692308	0.104477612	0.133702532	0.074450085	0.147806005	0.08045977	0.12195122	0.175513699	0.163841808
STMN1	2.017802645	0.491610738	0.18064247	1.119293416	0.214862347	0.346425766	0.510204082	3.158497259	0.178654292	0	0.75862069	0.333333333	3	0.536392405	0.939086294	0.364896074	3.899425287	1.036585366	0.730308219	0.598870056
STMN4	0.001017294	0	0.000834376	0.000688231	0	0	0	0.000161238	0	0	0	0	0	0	0.001692047	0	0	0	0	0
