	Macro.c01.C1QC	Macro.c02.FN1	Macro.c03.GPNMB	Macro.c04.IL1B	Macro.c05.INHBA	Macro.c06.ISG15	Macro.c07.LYVE1	Macro.c08.NLRP3	Macro.c09.SPP1
LINC00654	0.004351948	0.001915434	0.000965659	0.002101265	0.000624001	0.004239762	0.004803772	0.003160654	0.004387922
GPCPD1	0.290052747	0.450847751	0.239208728	0.25164468	0.482292742	0.547379037	0.317521926	0.900665818	0.560229155
C20orf196	0.045832593	0.054133401	0.047976676	0.037061443	0.037895934	0.056407644	0.03885123	0.049167132	0.051794465
TRMT6	0.043898967	0.058029089	0.040271574	0.03448067	0.077015404	0.151095553	0.06223359	0.400374915	0.14422035
MCM8	0.005317628	0.003434617	0.002293164	0.00432108	0.00535211	0.010477472	0.007076438	0.018681914	0.0066196
CRLS1	0.096164246	0.115710837	0.102027126	0.085256334	0.069310135	0.149239951	0.105662976	0.138297385	0.132936266
FERMT1	0.000653373	0.00030723	0.001294003	0.001284926	0.001564375	0	0.000167322	0.002227556	0.000336581
BMP2	0.00682883	0.002215767	0.001100967	0.004302542	0.002682395	0	0.034857819	0.002242052	0.003026624
TMX4	0.151006296	0.256532387	0.17630791	0.183065726	0.17496044	0.186514744	0.18627771	0.291909547	0.261444927
PLCB1	0.010729298	0.066688537	0.021343487	0.018969809	0.017350759	0.055496536	0.019425922	0.153865927	0.046821134
PLCB4	0.000932842	0	0	0.000177444	0.001003127	0.001583427	0	0.000125457	0.000749284
LAMP5	0.015911351	0.000821557	0.007640075	0.001122442	0.005530052	0.012707224	0.006655267	0.003451545	0.002306654
RP5.839B4.8	0.016324579	0	0	0	0.00911641	0.011262986	0.001489102	0.001815104	0.006463835
ANKEF1	0.008754926	0.002172916	0.007773104	0.00783969	0.00598117	0.003717951	0.008158284	0.001264932	0.006599045
MKKS	0.195243525	0.255142387	0.203116084	0.181730706	0.190094831	0.244337494	0.190192511	0.22554747	0.262147491
SLX4IP	0.027037819	0.02338137	0.026208629	0.025058748	0.021876685	0.009301792	0.032392925	0.013386816	0.023228821
JAG1	0.067952168	0.082635713	0.038887931	0.039060162	0.082702648	0.075430169	0.066696955	0.063506952	0.09889135
BTBD3	0.021664398	0.013843144	0.020630308	0.021840794	0.014676927	0.025443849	0.026347315	0.010452487	0.019608856
SPTLC3	0.035579487	0.004407146	0.017099639	0.027529066	0.015868866	0.001725995	0.056386675	0.001322389	0.02187835
TASP1	0.025465305	0.016807941	0.026830154	0.021904589	0.019619827	0.017796997	0.024397659	0.011008601	0.020173798
ESF1	0.129460814	0.088481443	0.102609347	0.089895761	0.078166945	0.120592901	0.129971742	0.048027371	0.095740444
NDUFAF5	0.027254871	0.012861188	0.030999447	0.015884629	0.017843097	0.021292089	0.021242373	0.007521811	0.017049961
KIF16B	0.090898545	0.054638743	0.071267797	0.117259322	0.070172988	0.047820146	0.131959431	0.035853382	0.047892091
AL049794.1	0.000837262	0.000678015	0.000498301	0.000926458	0.000326544	0	0.004724468	0.000147024	0
SNRPB2	0.356791885	0.350315961	0.371974886	0.31804194	0.336153623	0.434006497	0.308166388	0.309417459	0.356241451
DSTN	0.301591817	0.158544801	0.241550903	0.193262714	0.242136596	0.186398516	0.29972685	0.160564858	0.30094385
RRBP1	0.337810266	0.23617984	0.293855291	0.20088965	0.303019167	0.465462949	0.322601007	0.353075018	0.279023183
SNX5	0.479736694	0.309196618	0.468101378	0.399671094	0.29030624	0.289417241	0.409949249	0.172144844	0.336436933
MGME1	0.070949869	0.022107958	0.059001943	0.049740624	0.034080989	0.042948975	0.064162925	0.014987636	0.036667564
PET117	0.028019912	0.013729259	0.025956449	0.024649957	0.011407634	0.019180373	0.027776144	0.005902968	0.023364492
CSRP2BP	0.012513594	0.00794182	0.008617585	0.010592971	0.003929072	0.009689903	0.015048202	0.002494098	0.008554247
ZNF133	0.009920623	0.001259395	0.004446143	0.00687934	0.003428926	0.003135302	0.013567152	0.001818916	0.005601449
DZANK1	0.007275429	0.006404351	0.009728569	0.00846015	0.00354971	0.006470251	0.006039918	0.002603258	0.003438453
POLR3F	0.024927424	0.016643153	0.023803868	0.020718254	0.018916225	0.021838074	0.029084438	0.009205871	0.024402569
RBBP9	0.0236761	0.0230542	0.019276908	0.014485324	0.017333034	0.027249005	0.013380308	0.010137813	0.020902003
SEC23B	0.155680581	0.168169329	0.165860611	0.15576028	0.182542104	0.176195471	0.154505265	0.156129468	0.141229174
LINC00493	0.450428693	0.394699843	0.481428984	0.422583322	0.35154944	0.321907928	0.37044557	0.319943341	0.389455536
DTD1	0.138819713	0.117068865	0.132452583	0.112869803	0.112082765	0.11952029	0.119611994	0.085050204	0.116526963
RP5.1068E13.7	0.0013565	0.000373457	0.000776179	0.000743642	0.000547097	0.001175158	0.001034043	0.000793964	0.000980984
SLC24A3	0.000256937	0.00149388	0.002502911	0.001094807	0.000433302	0	0	0.001693811	0.001873404
RP1.122P22.4	0.000257742	0.001389665	0.000271256	0.001302973	0.00100955	0	0.000901059	0.000990373	0.00014589
RP1.122P22.2	0.014265051	0.013657827	0.014306689	0.014343588	0.00751463	0.008179987	0.027094739	0.024145321	0.016110053
RIN2	0.104808382	0.065718261	0.049685692	0.067797454	0.161972555	0.138239131	0.162279263	0.126805297	0.074314654
NAA20	0.309824324	0.197076059	0.291774686	0.238542106	0.178479812	0.249985801	0.269216543	0.127796112	0.229661874
CRNKL1	0.068875541	0.046447402	0.066109782	0.046200649	0.037702461	0.059539038	0.079451698	0.043708321	0.059290822
RP5.1096J16.1	0.001471053	0.001302555	0.000899631	0	0.000465985	0	0.001393827	0	0.000932313
INSM1	0.000202137	0	0	0.000652294	0.001669145	0	0	0	0
RALGAPA2	0.034345282	0.041092626	0.026003116	0.024821761	0.038069357	0.032795526	0.036184243	0.076474232	0.036943659
KIZ	0.040415253	0.030951743	0.028956094	0.044230983	0.031226106	0.016786568	0.0536142	0.012768041	0.025950023
RP1.198K11.5	0.007053191	0.004450716	0.006181017	0.007138847	0.006162282	0.006556519	0.009828364	0.006879221	0.006155901
XRN2	0.310865302	0.329433169	0.356631291	0.307878592	0.306091033	0.460869762	0.311665671	0.428451526	0.296105161
THBD	0.455257486	0.778864166	0.323728667	0.364234297	0.686286201	0.495439891	0.701350714	1.332775771	0.703110945
CD93	0.451850175	0.385234547	0.215396034	0.235559274	0.450332622	0.422622314	0.465889967	1.066720956	0.368903792
LINC00656	0.003359304	0.002117385	0.000476479	0.000984851	0.014231598	0.00255153	0.001658761	0.010343215	0.003992928
RP4.737E23.2	0.017571405	0.003527238	0.003622781	0.003497944	0.024220206	0.013722427	0.017479946	0.012480452	0.009639186
RP3.322G13.7	0.000188689	0.000717534	0.000882297	0.000400617	0	0	0.000351268	0.000136808	0.000301758
NXT1	0.16953212	0.205840967	0.197491987	0.202744501	0.232398864	0.181760734	0.180650449	0.144858857	0.13414312
LINC01431	0.001152524	0.00217424	0.001666406	0.001544123	0.001636175	0.000560045	0.002500229	0.002361848	0.001397772
GZF1	0.130599115	0.117341964	0.112343595	0.149785772	0.159338874	0.080455102	0.181464491	0.066226355	0.058052595
NAPB	0.015638638	0.009433811	0.017700218	0.009264236	0.009005934	0.008557476	0.019481883	0.008155465	0.011920408
CST3	3.874682681	4.124266693	3.993951856	4.040424357	3.337654313	3.290775429	4.082497487	3.389454629	2.988839067
CST1	0.001313118	0	0	0	0.001182231	0	0.001274154	0.000192925	0
CST7	0.138682995	0.142262974	0.203561288	0.103474583	0.193918852	0.169725097	0.089284247	0.076335121	0.129598697
APMAP	0.333141616	0.268828891	0.335973279	0.309932359	0.227066158	0.206194821	0.337492079	0.133427162	0.451025222
ACSS1	0.045683573	0.029372476	0.03626835	0.051974728	0.023400824	0.033611724	0.045484516	0.019043324	0.014500465
ENTPD6	0.117250442	0.107164673	0.084719433	0.093943153	0.08484129	0.08351242	0.153944348	0.0815292	0.131473934
RP5.965G21.3	0.002099243	0.001720381	0.001071726	0.001606465	0	0	0.001393949	0.000877847	0.000527986
PYGB	0.080109725	0.089595001	0.076261521	0.068861553	0.083463524	0.088461177	0.089002151	0.105490128	0.102399572
ABHD12	0.492349403	0.35327734	0.570890379	0.486388503	0.299344164	0.242235621	0.353673084	0.109221351	0.350219426
GINS1	0.005743818	0.002745382	0.005245838	0.002589135	0.001688812	0.004051446	0.0056974	0.000879746	0.002679714
NANP	0.015938781	0.015706368	0.021675915	0.012846777	0.012954173	0.003428895	0.019797989	0.005415406	0.012877122
ZNF337.AS1	0.002582065	0.003383036	0.002761104	0.005797374	0.003599241	0	0.005316891	0.000603359	0.002427064
ZNF337	0.017541037	0.013568688	0.006653706	0.008778097	0.007618704	0.004480715	0.024261372	0.004997106	0.014515295
HM13	0.610796785	0.57634919	0.720393639	0.52869352	0.57684986	0.642783515	0.47730499	0.579399588	0.598758109
ID1	0.034432081	0.024945822	0.019930063	0.036357116	0.052628882	0.021773662	0.045904623	0.040114318	0.030048309
BCL2L1	0.227100413	0.090822023	0.186777504	0.169576416	0.190194963	0.12117981	0.166674504	0.067114759	0.165985929
ABALON	0.006042263	0.002446747	0.007474833	0.00555512	0.008564914	0.000566959	0.004541232	0.002656318	0.0029159
TPX2	0.010724714	0.003863558	0.013464997	0.005136301	0.006653122	0.008812795	0.002938918	0.000951326	0.00377667
DUSP15	0.007812173	0.001129563	0.007139821	0.012313835	0.001759736	0.000491445	0.01380237	9.79E-05	0.004314031
TTLL9	0.001222517	0.000508102	0.001105327	0.001053707	0	0	0.000652016	0	0
PDRG1	0.050071933	0.024967296	0.057096129	0.026128844	0.024130566	0.035708887	0.036971641	0.016366396	0.039386388
CCM2L	0.000747805	0.000447171	0.000318502	0	0.007549361	0	0.000629028	0.001268706	0
HCK	0.614176843	0.48015766	0.50927916	0.506406599	0.696676002	0.896618306	0.524221649	0.998171088	0.569265359
TM9SF4	0.094874261	0.07245781	0.108724701	0.094382421	0.101101813	0.102700663	0.097510828	0.106864798	0.08131094
PLAGL2	0.038012627	0.045094601	0.043349246	0.051230748	0.066984098	0.059326201	0.035294991	0.090321882	0.062383836
POFUT1	0.035170488	0.029455986	0.041989242	0.029109968	0.026717153	0.030740009	0.037593504	0.021917335	0.031768945
KIF3B	0.02497918	0.018258139	0.024515047	0.02097927	0.021472981	0.025487092	0.022025806	0.026596024	0.023419404
ASXL1	0.106263342	0.105379334	0.096807611	0.088850036	0.069328178	0.113724669	0.113980427	0.111253003	0.118289659
NOL4L	0.021726838	0.023122704	0.017059659	0.020489478	0.035055671	0.026535298	0.024475952	0.020177532	0.018436281
COMMD7	0.27077839	0.263631011	0.284335594	0.242472875	0.213734709	0.236152177	0.201531336	0.175387414	0.236090047
DNMT3B	0.000964867	0.000287555	0.002142885	0.003607528	0.001304874	0	0.002368455	0.000194146	0.000155551
MAPRE1	0.383158395	0.384101527	0.376583006	0.432148044	0.4971745	0.446766821	0.376689321	0.498589622	0.436752286
RP5.1085F17.3	0.012412046	0.011614798	0.00306371	0.005066992	0.010645673	0.013758551	0.019371617	0.024904385	0.012466159
BPIFB2	0.000583775	0	0	0	0	0	0.002085836	0.000309719	0
CDK5RAP1	0.050659613	0.044356018	0.053987766	0.05456121	0.040427277	0.034608561	0.046610202	0.030008563	0.044164854
SNTA1	0.004256965	0.006234442	0.007265913	0.002287636	0.001156069	0.003561569	0.004768064	0.001961476	0.004445172
CBFA2T2	0.053799473	0.037436348	0.045246002	0.045731506	0.037853407	0.035622779	0.05364911	0.019142403	0.039541114
NECAB3	0.033892631	0.027305804	0.03108014	0.046529067	0.031894983	0.020575175	0.03546207	0.017949844	0.021024016
ACTL10	0.004502003	0.000821344	0.004477061	0.003435262	0.002784687	0.003653002	0.00615544	0.001561311	0.003639265
E2F1	0.003905599	0.002079979	0.001060278	0.002149299	0.002150085	0	0.002666541	0.000756149	0.00131936
PXMP4	0.025428092	0.020633212	0.03055857	0.015555647	0.015893594	0.015267766	0.0171369	0.00783185	0.013229509
ZNF341	0.009950724	0.006620431	0.009837125	0.008192969	0.007276328	0.011578733	0.008468147	0.005337909	0.007757517
ZNF341.AS1	0.001857758	0	0	0.000223411	0.001036356	0	0.001252046	0.000927544	0.00107339
CHMP4B	0.508692264	0.772975163	0.625232451	0.637394115	0.759097483	0.858481463	0.442921226	0.980278343	0.682427158
RALY.AS1	0.010137978	0.010705122	0.006644113	0.006980477	0.009188918	0.011466111	0.007745861	0.006342838	0.011978687
RALY	0.49451904	0.55635456	0.573101964	0.563980913	0.512190534	0.572745617	0.416011753	0.457779714	0.460295104
EIF2S2	0.404414561	0.348953402	0.414823363	0.299463014	0.344905208	0.437946372	0.327765256	0.393357052	0.356391303
ASIP	0.006922056	0.003031183	0.008557117	0.003585696	0.000206897	0.00439605	0.001269442	0.001489072	0.008352791
AHCY	0.212805612	0.235701879	0.244464445	0.238409168	0.149326202	0.217922968	0.183374821	0.143047643	0.220365682
ITCH	0.121839124	0.12647221	0.11266824	0.116465407	0.108209563	0.113279078	0.146773944	0.121045265	0.11778724
DYNLRB1	0.632183322	0.472726644	0.565174566	0.392191236	0.519809045	0.610867973	0.453673758	0.444942622	0.581852094
MAP1LC3A	0.093131604	0.056601534	0.061047097	0.055193457	0.127975035	0.087352454	0.064515867	0.079042924	0.072792906
PIGU	0.028189931	0.023160717	0.024761583	0.020475308	0.016309025	0.029495589	0.022014783	0.007253613	0.017933123
NCOA6	0.041595264	0.030272942	0.032069475	0.033218019	0.027414157	0.031771282	0.056339416	0.032250341	0.035602693
TP53INP2	0.110486087	0.160357993	0.072697865	0.118783911	0.144234267	0.147797477	0.114732215	0.237102934	0.189340896
GGT7	0.030584394	0.022254645	0.026670892	0.044648218	0.021735891	0.015113895	0.046902749	0.010989082	0.02297309
ACSS2	0.063388459	0.050358369	0.046285877	0.041539877	0.059645647	0.052133367	0.071693753	0.079814391	0.058766621
GSS	0.117357673	0.108020177	0.126024178	0.116156552	0.122098946	0.136588442	0.100613108	0.097633708	0.113800242
TRPC4AP	0.149714315	0.142109922	0.164651016	0.141502555	0.131401324	0.168699093	0.147558946	0.123914326	0.121125191
EDEM2	0.197744205	0.128156559	0.194180814	0.131018598	0.134161379	0.149953092	0.105539963	0.087856766	0.16128035
PROCR	0.130788563	0.060363959	0.130574409	0.041967205	0.14077567	0.058005398	0.024900999	0.017124677	0.093176854
MMP24.AS1	0.364976221	0.476109787	0.427114978	0.296509564	0.302312255	0.441148013	0.272591546	0.481882709	0.438168179
EIF6	0.329416053	0.362335244	0.369148812	0.236841071	0.383573653	0.487604354	0.242723104	0.419419512	0.419091717
UQCC1	0.024863589	0.023744721	0.019640858	0.018850411	0.016953298	0.015282795	0.017615738	0.010985862	0.017136551
CEP250	0.044214444	0.020103487	0.030371163	0.028257777	0.021360606	0.016056457	0.041182914	0.012250356	0.028611635
RP3.477O4.14	0.044804077	0.036574411	0.044599217	0.052487355	0.046219458	0.018393022	0.049898388	0.039251609	0.026798974
ERGIC3	0.519411019	0.610923867	0.578463621	0.507984006	0.448747419	0.411530602	0.429009588	0.51419331	0.560702768
SPAG4	0.017535286	0.01315079	0.018299345	0.015781102	0.023846411	0.016025456	0.015178292	0.010150277	0.057561811
CPNE1	0.215059391	0.27824169	0.240913962	0.248150046	0.212645854	0.20391435	0.237015549	0.208557656	0.242510287
RBM12	0.067905018	0.080375827	0.043701863	0.065674997	0.079530885	0.064121048	0.100865783	0.129300239	0.079923768
NFS1	0.03307577	0.021123872	0.036129537	0.031882856	0.018348397	0.022475135	0.02918805	0.014121854	0.027585297
ROMO1	0.584710764	0.483729639	0.507502541	0.318085404	0.507508695	0.689038655	0.386533839	0.708554777	0.569147623
RBM39	0.653457436	0.78975971	0.682996475	0.757054464	0.665653673	0.728813298	0.906031299	0.903459822	0.70647196
PHF20	0.344443618	0.522717748	0.378983527	0.402205625	0.355403312	0.292620238	0.399453732	0.48693278	0.373900822
SCAND1	0.515884098	0.461465347	0.506984033	0.350264916	0.39553928	0.526539155	0.361878369	0.505391003	0.527508236
CNBD2	0.027485035	0.015211152	0.021275521	0.0196701	0.017832807	0.010285345	0.027242567	0.027486613	0.035269934
LINC00657	0.240469937	0.240508691	0.193702612	0.221617566	0.22229932	0.265606593	0.337971085	0.34154622	0.272348745
EPB41L1	0.026552052	0.001857359	0.005361585	0.005432674	0.001814397	0.000542291	0.053505875	0.000875627	0.006418394
AAR2	0.048512092	0.0467397	0.06103815	0.03939326	0.038139843	0.056111662	0.054639211	0.033394035	0.049198303
DLGAP4	0.111734631	0.104492446	0.111888027	0.093103835	0.152453532	0.140025048	0.10695877	0.108044148	0.121524702
DLGAP4.AS1	0.003668508	0.003428731	0.003275632	0.004260475	0.003289676	0.001409913	0.005967858	0.002018056	0.001521857
MYL9	0.043273782	0.009294294	0.019804034	0.020437404	0.021618	0.016842798	0.096860296	0.007052838	0.024881424
TGIF2	0.068017319	0.069509505	0.058004361	0.085395116	0.126021832	0.080676408	0.088137927	0.067015853	0.050420286
C20orf24	0.370571829	0.364175369	0.402596397	0.245821808	0.388833857	0.620641646	0.226410137	0.441661963	0.471105094
SLA2	0.002331697	0.001239284	0.001097948	0.001391495	0.002289013	0.001578412	0.001592789	0.002724772	0.002475643
NDRG3	0.099658195	0.070498901	0.092051501	0.106711457	0.076399485	0.060020053	0.104885248	0.045092023	0.064766559
DSN1	0.030161853	0.021337278	0.022568575	0.028358555	0.017286682	0.012173974	0.037004399	0.006728818	0.020830993
SOGA1	0.039144781	0.025249207	0.024491746	0.03704093	0.025618643	0.022840362	0.059362064	0.025219498	0.023638011
TLDC2	0.001576053	0.00181508	0.00381847	0.001859544	0.001489119	0.00230853	0.001860666	0.000985765	0.000972825
SAMHD1	0.887957372	0.9739055	0.872296942	0.778667732	0.786721829	1.098999066	0.692765504	0.704250729	0.66772151
RBL1	0.018970051	0.008901703	0.023769164	0.01314233	0.014113968	0.010043968	0.018121578	0.006157736	0.007570657
MROH8	0.007452149	0.004540975	0.005313565	0.009721369	0.006213433	0.005517302	0.006479619	0.008031835	0.003823878
RPN2	0.667947379	0.515874498	0.665488258	0.583958735	0.488918712	0.466356195	0.566982761	0.394148421	0.481429516
MANBAL	0.054434025	0.038968661	0.05006522	0.043447872	0.053609023	0.036154897	0.050290422	0.021627134	0.044666889
SRC	0.080766707	0.054807374	0.054112117	0.043003387	0.156285567	0.218512456	0.059413792	0.16208818	0.089362482
BLCAP	0.114158555	0.07605784	0.110389399	0.096639163	0.064013187	0.075723624	0.104699201	0.048397576	0.082816085
CTNNBL1	0.151632329	0.156433179	0.176630553	0.140188793	0.189981803	0.287090428	0.132100999	0.237091885	0.256005218
VSTM2L	0.000123883	0	0	0.000352521	0	0	0.00029744	0	0
TTI1	0.026941265	0.023014402	0.031958514	0.030629179	0.017018156	0.011526761	0.031963135	0.012079662	0.022085476
RPRD1B	0.050322806	0.056060544	0.05895431	0.054201823	0.045126263	0.056633188	0.068818298	0.060723777	0.068150246
TGM2	0.070711524	0.059341784	0.053502408	0.006779158	0.178691975	0.364616405	0.017479484	0.267680299	0.472362449
BPI	0.000659837	0	0.000249933	0	0.000597602	0	0.00019742	0.021188195	0.001108214
RALGAPB	0.054411186	0.051609729	0.046529699	0.048035043	0.050303072	0.055998105	0.067620198	0.052405519	0.056528897
SLC32A1	0.000134913	0	0.000855002	0	0.000254285	0.002014025	0	0.000152523	0
ACTR5	0.018594232	0.012610942	0.018815792	0.012484907	0.008513137	0.015026047	0.021347123	0.006894104	0.014686631
PPP1R16B	0.003832058	0.006138399	0.006268259	0.002981924	0.013363037	0.008505593	0.002270083	0.007540415	0.00208655
FAM83D	0.008613821	0.003943931	0.004522697	0.006830722	0.005619083	0.001820954	0.008228306	0.001751865	0.004610707
DHX35	0.019758117	0.011986085	0.016489392	0.017566965	0.009771847	0.00758265	0.023095201	0.005081844	0.01006774
MAFB	1.332972071	0.920603405	1.137468135	1.37869249	1.008646689	1.095819006	1.718801462	1.578384451	1.238101013
